Station,Date,Depth,NITRITE,NITRATE+NIT,AMMONIA,SILICATE,PHOSPHATE,Frozen,Filtered,QC
L4,27/01/2015,50,0.11,6.64,0.1,3.19,0.53,n,y,y
L4,27/01/2015,50,0.11,6.64,0.11,3.2,0.53,n,y,y
L4,02/02/2015,0,0.17,7.25,0.1,3.42,0.45,n,n,y
L4,02/02/2015,0,0.17,7.26,0.1,3.4,0.45,n,n,y
L4,02/02/2015,10,0.17,7.29,0.09,3.4,0.46,n,n,y
L4,02/02/2015,10,0.17,7.3,0.09,3.4,0.46,n,n,y
L4,02/02/2015,25,0.17,7.25,0.1,3.39,0.46,n,n,y
L4,02/02/2015,25,0.17,7.26,0.11,3.4,0.46,n,n,y
L4,02/02/2015,50,0.16,7.14,0.12,3.34,0.45,n,n,y
L4,02/02/2015,50,0.16,7.15,0.12,3.34,0.45,n,n,y
L4,02/02/2015,0,0.16,7.3,0.11,3.37,0.44,n,y,y
L4,02/02/2015,0,0.16,7.3,0.1,3.37,0.44,n,y,y
L4,02/02/2015,10,0.16,7.31,0.09,3.35,0.44,n,y,y
L4,02/02/2015,10,0.16,7.31,0.09,3.35,0.44,n,y,y
L4,02/02/2015,25,0.17,7.29,0.12,3.36,0.45,n,y,y
L4,02/02/2015,25,0.17,7.3,0.12,3.38,0.45,n,y,y
L4,02/02/2015,50,0.16,7.12,0.12,3.31,0.44,n,y,y
L4,02/02/2015,50,0.16,7.12,0.12,3.3,0.44,n,y,y
L4,09/02/2015,0,0.25,7.3,0.22,3.42,0.45,n,n,y
L4,09/02/2015,0,0.25,7.34,0.22,3.42,0.45,n,n,y
L4,09/02/2015,10,0.25,7.4,0.21,3.43,0.45,n,n,y
L4,09/02/2015,10,0.25,7.4,0.22,3.45,0.45,n,n,y
L4,09/02/2015,25,0.25,7.46,0.22,3.43,0.45,n,n,y
L4,09/02/2015,25,0.25,7.46,0.22,3.43,0.45,n,n,y
L4,09/02/2015,50,0.25,7.45,0.23,3.46,0.45,n,n,y
L4,09/02/2015,50,0.25,7.46,0.23,3.45,0.45,n,n,y
L4,09/02/2015,0,0.25,7.45,0.24,3.42,0.43,n,y,y
L4,09/02/2015,0,0.25,7.52,0.22,3.42,0.43,n,y,y
L4,09/02/2015,10,0.25,7.56,0.22,3.45,0.43,n,y,y
L4,09/02/2015,10,0.25,7.58,0.22,3.45,0.43,n,y,y
L4,09/02/2015,25,0.25,7.58,0.22,3.43,0.43,n,y,y
L4,09/02/2015,25,0.25,7.58,0.21,3.43,0.43,n,y,y
L4,09/02/2015,50,0.25,7.59,,3.44,0.44,n,y,y
L4,09/02/2015,50,0.25,7.59,0.27,3.43,0.44,n,y,y
L4,16/02/2015,0,0.19,7.47,0.22,3.42,0.47,y,n,y
L4,16/02/2015,0,0.19,7.47,0.21,3.42,0.47,y,n,y
L4,16/02/2015,10,0.19,7.5,0.23,3.44,0.47,y,n,y
L4,16/02/2015,10,0.19,7.5,0.23,3.43,0.47,y,n,y
L4,16/02/2015,25,0.18,7.36,0.23,3.38,0.47,y,n,y
L4,16/02/2015,25,0.18,7.37,0.23,3.37,0.47,y,n,y
L4,16/02/2015,50,0.2,6.93,0.24,3.14,0.46,y,n,y
L4,16/02/2015,50,0.2,6.92,0.24,3.14,0.46,y,n,y
L4,16/02/2015,0,0.19,7.56,0.25,3.42,0.45,y,y,y
L4,16/02/2015,0,0.19,7.56,0.27,3.42,0.45,y,y,y
L4,16/02/2015,10,0.19,7.59,0.2,3.43,0.46,y,y,y
L4,16/02/2015,10,0.19,7.58,0.22,3.42,0.46,y,y,y
L4,16/02/2015,25,0.18,7.44,0.19,3.36,0.46,y,y,y
L4,16/02/2015,25,0.18,7.44,0.2,3.37,0.46,y,y,y
L4,16/02/2015,50,0.2,7,0.2,3.13,0.45,y,y,y
L4,16/02/2015,50,0.2,7,0.2,3.13,0.45,y,y,y
L4,10/03/2015,0,0.2,5.07,,1.84,0.36,n,n,y
L4,10/03/2015,0,0.2,5.09,,1.85,0.37,n,n,y
L4,10/03/2015,10,0.19,4.75,,1.62,0.29,n,n,y
L4,10/03/2015,10,0.19,4.75,,1.61,0.29,n,n,y
L4,10/03/2015,25,0.19,4.78,,1.56,0.3,n,n,y
L4,10/03/2015,25,0.19,4.78,,1.57,0.3,n,n,y
L4,10/03/2015,50,0.19,4.86,,1.65,0.32,n,n,y
L4,10/03/2015,50,0.19,4.86,,1.66,0.3,n,n,y
L4,10/03/2015,0,0.2,5.21,,1.99,0.28,n,y,y
L4,10/03/2015,0,0.19,5.2,,1.98,0.28,n,y,y
L4,10/03/2015,10,0.19,4.89,,1.68,0.28,n,y,y
L4,10/03/2015,10,0.19,4.88,,1.69,0.28,n,y,y
L4,10/03/2015,25,0.19,4.92,,1.63,0.29,n,y,y
L4,10/03/2015,25,0.19,4.91,,1.64,0.29,n,y,y
L4,10/03/2015,50,0.19,4.91,,1.66,0.3,n,y,y
L4,10/03/2015,50,0.19,4.93,,1.65,0.3,n,y,y
L4,16/03/2015,0,0.18,4.82,0.32,1.36,0.32,y,n,y
L4,16/03/2015,0,0.18,4.83,0.32,1.35,0.34,y,n,y
L4,16/03/2015,10,0.18,4.85,0.31,1.36,0.36,y,n,y
L4,16/03/2015,10,0.18,4.83,0.31,1.36,0.35,y,n,y
L4,16/03/2015,25,0.18,4.84,0.36,1.4,0.35,y,n,y
L4,16/03/2015,25,0.18,4.85,0.34,1.39,0.35,y,n,y
L4,16/03/2015,50,0.18,4.91,0.4,,,y,n,y
L4,16/03/2015,50,0.18,4.91,0.38,1.39,0.35,y,n,y
L4,16/03/2015,0,0.18,4.79,,1.36,0.33,y,y,y
L4,16/03/2015,0,0.18,4.8,0.39,1.36,0.34,y,y,y
L4,16/03/2015,10,0.18,4.81,,1.37,0.33,y,y,y
L4,16/03/2015,10,0.18,4.82,0.39,1.39,0.34,y,y,y
L4,16/03/2015,25,0.2,4.94,0.35,,0.39,y,y,y
L4,16/03/2015,25,0.2,,0.34,1.44,0.39,y,y,y
L4,16/03/2015,50,0.18,4.87,0.39,1.37,0.39,y,y,y
L4,16/03/2015,50,0.18,4.87,0.38,1.37,0.39,y,y,y
L4,23/03/2015,0,0.14,3.86,0.29,0.93,0.29,n,n,y
L4,23/03/2015,0,0.14,3.87,0.28,0.92,0.29,n,n,y
L4,23/03/2015,10,0.14,3.88,0.28,0.9,0.3,n,n,y
L4,23/03/2015,10,0.14,3.88,0.27,0.91,0.29,n,n,y
L4,23/03/2015,25,0.15,3.86,0.31,0.88,0.3,n,n,y
L4,23/03/2015,25,0.15,3.86,0.3,0.89,0.3,n,n,y
L4,23/03/2015,50,0.15,3.89,0.33,0.89,0.3,n,n,y
L4,23/03/2015,50,0.15,3.89,0.32,0.89,0.3,n,n,y
L4,23/03/2015,0,0.14,3.89,,0.89,0.27,n,y,y
L4,23/03/2015,0,0.14,3.85,,0.89,0.28,n,y,y
L4,23/03/2015,10,0.14,3.87,0.34,0.88,0.28,n,y,y
L4,23/03/2015,10,0.14,3.87,0.36,0.88,0.28,n,y,y
L4,23/03/2015,25,0.14,3.89,,0.9,0.28,n,y,y
L4,23/03/2015,25,0.14,3.89,0.34,0.9,0.28,n,y,y
L4,23/03/2015,50,0.14,3.89,0.3,0.88,0.26,n,y,y
L4,23/03/2015,50,0.14,3.89,0.3,0.87,0.27,n,y,y
L4,30/03/2015,0,0.14,3.86,0.29,0.93,0.29,n,n,y
L4,30/03/2015,0,0.14,3.87,0.28,0.92,0.29,n,n,y
L4,30/03/2015,10,0.14,3.88,0.28,0.9,0.3,n,n,y
L4,30/03/2015,10,0.14,3.88,0.27,0.91,0.32,n,n,y
L4,30/03/2015,25,0.15,3.86,0.31,0.88,0.3,n,n,y
L4,30/03/2015,25,0.15,3.86,0.3,0.89,0.3,n,n,y
L4,30/03/2015,50,0.15,3.89,0.33,0.89,0.3,n,n,y
L4,30/03/2015,50,0.15,3.89,0.32,0.89,0.3,n,n,y
L4,30/03/2015,0,0.14,3.89,,0.89,0.27,n,y,y
L4,30/03/2015,0,0.14,4.02,,0.89,0.28,n,y,y
L4,30/03/2015,10,0.14,3.87,0.34,0.88,0.28,n,y,y
L4,30/03/2015,10,0.14,3.87,0.36,0.88,0.28,n,y,y
L4,30/03/2015,25,0.14,3.89,,0.9,0.28,n,y,y
L4,30/03/2015,25,0.14,3.89,0.34,0.9,0.28,n,y,y
L4,30/03/2015,50,0.14,3.89,0.3,0.88,0.26,n,y,y
L4,30/03/2015,50,0.14,3.89,0.3,0.89,0.27,n,y,y
L4,07/04/2015,0,0.12,2.89,0.74,1.18,0.25,y,n,y
L4,07/04/2015,0,0.12,2.87,0.7,1.19,0.26,y,n,y
L4,07/04/2015,10,0.12,2.89,0.73,1.23,0.27,y,n,y
L4,07/04/2015,10,0.12,2.89,0.73,1.25,0.27,y,n,y
L4,07/04/2015,25,0.12,2.91,0.75,1.21,0.28,y,n,y
L4,07/04/2015,25,0.12,2.91,0.73,1.2,0.29,y,n,y
L4,07/04/2015,50,0.14,3.2,0.67,1.33,0.3,y,n,y
L4,07/04/2015,50,0.14,3.19,0.69,1.33,0.29,y,n,y
L4,07/04/2015,0,0.12,2.94,,1.17,0.24,y,y,y
L4,07/04/2015,0,0.12,2.94,0.69,1.17,0.24,y,y,y
L4,07/04/2015,10,0.11,2.92,0.69,1.18,0.25,y,y,y
L4,07/04/2015,10,0.11,2.92,0.66,1.19,0.25,y,y,y
L4,07/04/2015,25,0.12,2.95,0.71,1.15,0.25,y,y,y
L4,07/04/2015,25,0.12,2.95,0.71,1.15,0.25,y,y,y
L4,07/04/2015,50,0.13,3.25,0.7,1.29,0.26,y,y,y
L4,07/04/2015,50,0.13,3.25,0.7,1.29,0.27,y,y,y
L4,13/04/2015,0,0.07,1.18,0.2,1.26,0.12,n,n,y
L4,13/04/2015,0,0.07,1.18,0.19,1.26,0.12,n,n,y
L4,13/04/2015,10,0.07,1.24,0.21,1.24,0.13,n,n,y
L4,13/04/2015,10,0.07,1.24,0.22,1.24,0.13,n,n,y
L4,13/04/2015,25,0.08,1.44,,1.19,0.14,n,n,y
L4,13/04/2015,25,0.08,1.44,0.32,1.19,0.14,n,n,y
L4,13/04/2015,50,0.12,2.45,0.68,1.4,0.24,n,n,y
L4,13/04/2015,50,0.12,2.45,0.68,1.4,0.25,n,n,y
L4,13/04/2015,0,0.06,1.23,0.19,1.23,0.1,n,y,y
L4,13/04/2015,0,0.06,1.23,0.2,1.23,0.1,n,y,y
L4,13/04/2015,10,0.06,1.3,0.26,1.23,0.12,n,y,y
L4,13/04/2015,10,0.06,1.3,0.25,1.21,0.11,n,y,y
L4,13/04/2015,25,0.07,1.52,0.28,1.23,0.14,n,y,y
L4,13/04/2015,25,0.07,1.53,0.29,1.23,0.14,n,y,y
L4,13/04/2015,50,0.11,2.51,0.68,1.42,0.23,n,y,y
L4,13/04/2015,50,0.11,2.51,0.7,1.41,0.23,n,y,y
L4,20/04/2015,0,0.07,1.28,0.88,1.52,0.17,n,n,y
L4,20/04/2015,0,0.07,1.29,0.89,1.52,0.17,n,n,y
L4,20/04/2015,10,0.07,1.31,0.91,1.5,0.17,n,n,y
L4,20/04/2015,10,0.07,1.31,0.92,1.5,0.17,n,n,y
L4,20/04/2015,25,0.07,1.33,0.94,1.48,0.17,n,n,y
L4,20/04/2015,25,0.07,1.33,0.93,1.48,0.17,n,n,y
L4,20/04/2015,50,0.09,1.37,1.04,1.55,0.2,n,n,y
L4,20/04/2015,50,0.09,1.37,1.04,1.56,0.2,n,n,y
L4,20/04/2015,0,0.07,1.35,0.94,1.5,0.14,n,y,y
L4,20/04/2015,0,0.07,1.35,0.91,1.5,0.15,n,y,y
L4,20/04/2015,10,0.07,1.34,0.9,1.5,0.15,n,y,y
L4,20/04/2015,10,0.07,1.34,0.9,1.51,0.15,n,y,y
L4,20/04/2015,25,0.07,1.36,0.95,1.48,0.18,n,y,y
L4,20/04/2015,25,0.07,1.35,0.95,1.49,0.17,n,y,y
L4,20/04/2015,50,0.07,1.38,0.99,1.5,0.17,n,y,y
L4,20/04/2015,50,0.07,1.38,1,1.5,0.17,n,y,y
L4,27/04/2015,0,0,0,0.17,1.08,0.06,n,n,y
L4,27/04/2015,0,0,0,0.15,1.09,0.06,n,n,y
L4,27/04/2015,10,0.01,0.06,0.21,0.87,0.07,n,n,y
L4,27/04/2015,10,0.01,0.06,0.21,0.86,0.07,n,n,y
L4,27/04/2015,25,0.01,0.04,0.31,0.83,0.08,n,n,y
L4,27/04/2015,25,0.01,0.04,0.32,0.85,0.08,n,n,y
L4,27/04/2015,50,0.04,0.25,0.92,1.06,0.14,n,n,y
L4,27/04/2015,50,0.04,0.25,0.95,1.08,0.14,n,n,y
L4,27/04/2015,0,0,0.03,,0.96,0.06,n,y,y
L4,27/04/2015,0,0,0.03,0.2,0.92,0.06,n,y,y
L4,27/04/2015,10,0,0.07,0.26,0.87,0.06,n,y,y
L4,27/04/2015,10,0,0.08,0.28,0.86,0.06,n,y,y
L4,27/04/2015,25,0,0.05,0.4,0.76,0.09,n,y,y
L4,27/04/2015,25,0,0.05,0.38,0.75,0.09,n,y,y
L4,27/04/2015,50,0.02,0.26,0.98,0.96,0.14,n,y,y
L4,27/04/2015,50,0.02,0.26,0.96,0.97,0.13,n,y,y
L4,07/05/2015,0,0.02,0.25,,1.19,0.1,n,n,y
L4,07/05/2015,0,0.02,0.25,,1.21,0.09,n,n,y
L4,07/05/2015,10,0.02,0.25,,1.19,0.1,n,n,y
L4,07/05/2015,10,0.02,0.25,,1.2,0.1,n,n,y
L4,07/05/2015,25,0,0.2,,0.78,0.11,n,n,y
L4,07/05/2015,25,0,0.2,,0.79,0.11,n,n,y
L4,07/05/2015,50,0,0.23,,0.79,0.12,n,n,y
L4,07/05/2015,50,0,0.23,,0.81,0.12,n,n,y
L4,07/05/2015,0,0.01,0.3,,1.22,0.09,n,y,y
L4,07/05/2015,0,0.01,0.3,,1.23,0.1,n,y,y
L4,07/05/2015,10,0.01,0.29,,1.25,0.11,n,y,y
L4,07/05/2015,10,0.01,0.29,,1.25,0.11,n,y,y
L4,07/05/2015,25,0,0.25,,0.77,0.12,n,y,y
L4,07/05/2015,25,0,0.25,,0.77,0.12,n,y,y
L4,07/05/2015,50,0,0.27,,0.82,0.14,n,y,y
L4,07/05/2015,50,0,0.27,,0.8,0.13,n,y,y
L4,11/05/2015,0,0.04,0.6,,1.5,0.13,n,n,y
L4,11/05/2015,0,0.04,0.61,,1.47,0.13,n,n,y
L4,11/05/2015,10,0.03,0.6,,1.4,0.13,n,n,y
L4,11/05/2015,10,0.03,0.6,,1.4,0.13,n,n,y
L4,11/05/2015,25,0.02,0.33,,1.02,0.18,n,n,y
L4,11/05/2015,25,0.02,0.34,,1.01,0.18,n,n,y
L4,11/05/2015,50,0.02,0.37,,1.07,0.19,n,n,y
L4,11/05/2015,50,0.02,0.37,,1.07,0.19,n,n,y
L4,11/05/2015,0,0.03,0.63,,1.47,0.13,n,y,y
L4,11/05/2015,0,0.03,0.62,,1.48,0.13,n,y,y
L4,11/05/2015,10,0.03,0.62,,1.41,0.13,n,y,y
L4,11/05/2015,10,0.03,0.62,,1.4,0.13,n,y,y
L4,11/05/2015,25,0.02,0.35,,1.02,0.18,n,y,y
L4,11/05/2015,25,0.02,0.34,,1.01,0.18,n,y,y
L4,11/05/2015,50,0.02,0.37,,1.08,0.18,n,y,y
L4,11/05/2015,50,0.02,0.38,,1.08,0.18,n,y,y
L4,20/05/2015,0,0.02,0.14,,0.73,0.11,n,n,y
L4,20/05/2015,0,0.02,0.14,,0.73,0.11,n,n,y
L4,20/05/2015,10,0.02,0.15,,0.7,0.11,n,n,y
L4,20/05/2015,10,0.02,0.15,,0.71,0.11,n,n,y
L4,20/05/2015,25,0.02,0.31,,0.86,0.16,n,n,y
L4,20/05/2015,25,0.02,0.31,,0.84,0.16,n,n,y
L4,20/05/2015,50,0.02,0.32,,0.94,0.17,n,n,y
L4,20/05/2015,50,0.02,0.32,,0.93,0.17,n,n,y
L4,20/05/2015,0,0.01,0.18,,0.73,0.1,n,y,y
L4,20/05/2015,0,0.01,0.18,,0.73,0.1,n,y,y
L4,20/05/2015,10,0.01,0.18,,0.75,0.1,n,y,y
L4,20/05/2015,10,0.01,0.18,,0.74,0.1,n,y,y
L4,20/05/2015,25,0.02,0.31,,0.85,0.16,n,y,y
L4,20/05/2015,25,0.02,0.31,,0.84,0.16,n,y,y
L4,20/05/2015,50,0.02,0.34,,0.93,0.18,n,y,y
L4,20/05/2015,50,0.02,0.34,,0.93,0.17,n,y,y
L4,27/05/2015,0,0,0,0.47,0.16,0.03,n,n,y
L4,27/05/2015,0,0,0,,0.18,0.03,n,n,y
L4,27/05/2015,10,0,0,0.75,0.16,0.03,n,n,y
L4,27/05/2015,10,0,0,0.76,0.16,0.03,n,n,y
L4,27/05/2015,25,0.03,0.33,1.13,0.9,0.16,n,n,y
L4,27/05/2015,25,0.03,0.34,1.12,0.9,0.16,n,n,y
L4,27/05/2015,50,0.03,0.35,1.22,1.02,0.18,n,n,y
L4,27/05/2015,50,0.03,0.36,1.19,1.02,0.18,n,n,y
L4,27/05/2015,0,0,0.02,,0.17,0.03,n,y,y
L4,27/05/2015,0,0,0.02,0.53,0.17,0.03,n,y,y
L4,27/05/2015,10,0,0.02,0.23,0.15,0.02,n,y,y
L4,27/05/2015,10,0,0.01,0.23,0.15,0.02,n,y,y
L4,27/05/2015,25,0.02,0.32,1.01,0.86,0.16,n,y,y
L4,27/05/2015,25,0.02,0.32,1.03,0.86,0.15,n,y,y
L4,27/05/2015,50,0.03,,1.18,0.96,0.16,n,y,y
L4,27/05/2015,50,0.03,0.38,1.19,0.96,0.16,n,y,y
L4,03/06/2015,0,0.01,0.06,,0.83,0.13,n,n,y
L4,03/06/2015,0,0.01,0.06,,0.83,0.13,n,n,y
L4,03/06/2015,10,0.01,0.13,,0.84,0.14,n,n,y
L4,03/06/2015,10,0.01,0.13,,0.84,0.14,n,n,y
L4,03/06/2015,25,0.02,0.14,,0.87,0.14,n,n,y
L4,03/06/2015,25,0.02,0.15,,0.87,0.15,n,n,y
L4,03/06/2015,50,0.02,0.16,,0.89,0.13,n,n,y
L4,03/06/2015,50,0.02,0.16,,0.89,0.13,n,n,y
L4,03/06/2015,0,0,0.08,,0.84,0.11,n,y,y
L4,03/06/2015,0,0,0.08,,0.84,0.11,n,y,y
L4,03/06/2015,10,0,0.13,,0.83,0.11,n,y,y
L4,03/06/2015,10,0,0.13,,0.84,0.11,n,y,y
L4,03/06/2015,25,0.01,0.17,,0.85,0.12,n,y,y
L4,03/06/2015,25,0.01,0.17,,0.86,0.12,n,y,y
L4,03/06/2015,50,0.01,0.16,,0.87,0.12,n,y,y
L4,03/06/2015,50,0.01,0.16,,0.87,0.12,n,y,y
L4,08/06/2015,0,0,0,,,0.08,n,n,y
L4,08/06/2015,0,0,0,,0.33,0.08,n,n,y
L4,08/06/2015,10,0,0,,0.34,0.08,n,n,y
L4,08/06/2015,10,0,0,,0.36,0.08,n,n,y
L4,08/06/2015,25,0,0,,0.44,0.08,n,n,y
L4,08/06/2015,25,0,0,,0.46,0.08,n,n,y
L4,08/06/2015,50,0.02,0.31,,0.93,0.16,n,n,y
L4,08/06/2015,50,0.02,0.31,,0.96,0.16,n,n,y
L4,08/06/2015,0,0,0,,,0.07,n,y,y
L4,08/06/2015,0,0,0,,,0.07,n,y,y
L4,08/06/2015,10,0,0,,,0.07,n,y,y
L4,08/06/2015,10,0,0,,,0.07,n,y,y
L4,08/06/2015,25,0,0,,,0.06,n,y,y
L4,08/06/2015,25,0,0,,,0.06,n,y,y
L4,08/06/2015,50,0.01,0.29,,,0.14,n,y,y
L4,08/06/2015,50,0.01,0.31,,,0.14,n,y,y
L4,15/06/2015,0,0,0,0.19,0.29,0.03,n,n,y
L4,15/06/2015,0,0,0,0.18,0.29,0.03,n,n,y
L4,15/06/2015,10,0,0,0.17,0.29,0.07,n,n,y
L4,15/06/2015,10,0,0,0.16,0.29,0.07,n,n,y
L4,15/06/2015,25,0.02,0.08,,0.84,0.14,n,n,y
L4,15/06/2015,25,0.02,0.08,0.57,0.85,0.14,n,n,y
L4,15/06/2015,50,0.03,0.18,0.77,1.06,0.15,n,n,y
L4,15/06/2015,50,0.03,0.18,0.78,1.06,0.16,n,n,y
L4,15/06/2015,0,0,0,0.21,0.3,0.04,n,y,y
L4,15/06/2015,0,0,0,,0.3,0.04,n,y,y
L4,15/06/2015,10,0,0,0.2,0.29,0.05,n,y,y
L4,15/06/2015,10,0,0,0.19,0.3,0.05,n,y,y
L4,15/06/2015,25,0.02,0.1,0.59,0.84,0.14,n,y,y
L4,15/06/2015,25,0.02,0.1,0.59,0.84,0.14,n,y,y
L4,15/06/2015,50,0.03,0.18,0.73,1.06,0.16,n,y,y
L4,15/06/2015,50,0.03,0.18,0.76,1.06,0.16,n,y,y
L4,22/06/2015,0,0,0,0.22,0.24,0.07,n,n,y
L4,22/06/2015,0,0,0,0.22,0.26,0.07,n,n,y
L4,22/06/2015,10,0,0,0.1,0.31,0.07,n,n,y
L4,22/06/2015,10,0,0,0.09,0.33,0.07,n,n,y
L4,22/06/2015,25,0.04,0.33,0.97,0.62,,n,n,y
L4,22/06/2015,25,0.04,0.33,0.92,0.61,,n,n,y
L4,22/06/2015,50,0.04,0.33,0.87,0.65,0.15,n,n,y
L4,22/06/2015,50,0.04,0.34,0.85,0.64,0.15,n,n,y
L4,22/06/2015,0,0,0,0.22,0.19,0.06,n,y,y
L4,22/06/2015,0,0,0,0.21,0.21,0.06,n,y,y
L4,22/06/2015,10,0,0,,0.19,,n,y,y
L4,22/06/2015,10,0,0,0.6,0.19,0.07,n,y,y
L4,22/06/2015,25,0.03,0.32,1.02,0.59,,n,y,y
L4,22/06/2015,25,0.03,0.32,1,0.57,,n,y,y
L4,22/06/2015,50,0.03,0.34,0.87,0.6,0.14,n,y,y
L4,22/06/2015,50,0.03,0.34,0.88,0.6,0.15,n,y,y
L4,29/06/2015,0,0,0,,,0.05,y,n,y
L4,29/06/2015,0,0,0,,,0.05,y,n,y
L4,29/06/2015,10,0.01,0.04,,,0.05,y,n,y
L4,29/06/2015,10,0.01,0.04,,,0.05,y,n,y
L4,29/06/2015,25,0.01,0.02,,,0.11,y,n,y
L4,29/06/2015,25,0.01,0.02,,,0.11,y,n,y
L4,29/06/2015,50,0.05,0.38,,,0.2,y,n,y
L4,29/06/2015,50,0.05,0.38,,,0.2,y,n,y
L4,29/06/2015,0,0.01,0.02,,,0.04,y,y,y
L4,29/06/2015,0,0.01,0.02,,,0.04,y,y,y
L4,29/06/2015,10,0.01,0.05,,,0.04,y,y,y
L4,29/06/2015,10,0.01,0.05,,,0.04,y,y,y
L4,29/06/2015,25,0.01,0.02,,,0.07,y,y,y
L4,29/06/2015,25,0.01,0.02,,,0.07,y,y,y
L4,29/06/2015,50,0.04,0.38,,,0.18,y,y,y
L4,29/06/2015,50,0.04,0.38,,,0.17,y,y,y
L4,06/07/2015,0,0.02,0.02,,0.17,0.04,n,n,y
L4,06/07/2015,0,0.02,0.02,,0.17,0.04,n,n,y
L4,06/07/2015,10,0.02,0.03,,0.17,0.04,n,n,y
L4,06/07/2015,10,0.02,0.03,,0.17,0.04,n,n,y
L4,06/07/2015,25,0.04,0.22,,0.6,0.14,n,n,y
L4,06/07/2015,25,0.04,0.22,,0.6,0.14,n,n,y
L4,06/07/2015,50,0.05,0.24,,0.8,0.15,n,n,y
L4,06/07/2015,50,0.05,0.24,,0.79,0.15,n,n,y
L4,06/07/2015,0,0,0,,0.16,0.02,n,y,y
L4,06/07/2015,0,0,0,,0.16,0.02,n,y,y
L4,06/07/2015,10,0.01,0.04,,0.14,0.03,n,y,y
L4,06/07/2015,10,0.01,0.04,,0.14,0.03,n,y,y
L4,06/07/2015,25,0.04,0.23,,0.6,0.13,n,y,y
L4,06/07/2015,25,0.04,0.23,,0.6,0.13,n,y,y
L4,06/07/2015,50,0.05,0.23,,0.8,0.15,n,y,y
L4,06/07/2015,50,0.05,0.23,,0.79,0.15,n,y,y
L4,14/07/2015,0,0,0,0.05,0.55,0.04,n,n,y
L4,14/07/2015,0,0,0,0.05,0.56,0.04,n,n,y
L4,14/07/2015,10,0,0,0.07,0.57,0.04,n,n,y
L4,14/07/2015,10,0,0,0.06,0.58,0.04,n,n,y
L4,14/07/2015,25,0.01,0.02,0.14,0.44,0.03,n,n,y
L4,14/07/2015,25,0.01,0.02,0.15,0.44,0.03,n,n,y
L4,14/07/2015,50,0.08,0.59,1.66,1.27,0.2,n,n,y
L4,14/07/2015,50,0.08,0.59,1.66,1.28,0.2,n,n,y
L4,14/07/2015,0,0,0.02,0.11,0.56,0.02,n,y,y
L4,14/07/2015,0,,,,0.56,0.02,n,y,y
L4,14/07/2015,10,0,0.02,0.05,0.56,0.02,n,y,y
L4,14/07/2015,10,0,0.02,0.07,0.56,0.02,n,y,y
L4,14/07/2015,25,0.02,0.04,0.15,0.45,0.02,n,y,y
L4,14/07/2015,25,0.02,0.04,0.16,0.45,0.02,n,y,y
L4,14/07/2015,50,0.07,0.59,1.57,1.27,0.19,n,y,y
L4,14/07/2015,50,0.07,0.59,1.61,1.27,0.19,n,y,y
L4,20/07/2015,0,0,0,0,0.64,0,n,n,y
L4,20/07/2015,0,0,0,0,0.64,0,n,n,y
L4,20/07/2015,10,0,0,0,0.44,0,n,n,y
L4,20/07/2015,10,0,0,0,0.45,0,n,n,y
L4,20/07/2015,25,0.05,0.41,0.71,1.27,0.14,n,n,y
L4,20/07/2015,25,0.05,0.41,0.69,1.28,0.14,n,n,y
L4,20/07/2015,50,0.06,0.47,0.85,1.3,0.16,n,n,y
L4,20/07/2015,50,0.06,0.47,0.85,1.29,0.16,n,n,y
L4,20/07/2015,0,0,0,0,0.61,0,n,y,y
L4,20/07/2015,0,0,0,0,0.61,0,n,y,y
L4,20/07/2015,10,0,0,0,0.47,0,n,y,y
L4,20/07/2015,10,0,0,0,0.47,0,n,y,y
L4,20/07/2015,25,0.04,0.43,0.68,1.3,0.12,n,y,y
L4,20/07/2015,25,0.04,0.42,0.68,1.31,0.13,n,y,y
L4,20/07/2015,50,0.05,0.5,,1.3,0.13,n,y,y
L4,20/07/2015,50,0.05,0.5,0.86,1.29,0.13,n,y,y
L4,28/07/2015,0,0.02,0.16,0.57,1.03,0.06,n,n,y
L4,28/07/2015,0,0.02,0.16,0.56,1.04,0.06,n,n,y
L4,28/07/2015,10,0.02,0.17,0.58,1.06,0.09,n,n,y
L4,28/07/2015,10,0.02,0.18,0.58,1.06,0.09,n,n,y
L4,28/07/2015,25,0.04,0.44,0.89,0.94,0.11,n,n,y
L4,28/07/2015,25,0.04,0.44,0.89,0.93,0.1,n,n,y
L4,28/07/2015,50,0.1,1.3,1.87,1.56,0.22,n,n,y
L4,28/07/2015,50,0.1,1.28,1.85,1.55,0.22,n,n,y
L4,28/07/2015,0,0.02,0.18,0.55,0.96,0.06,n,y,y
L4,28/07/2015,0,0.02,0.18,0.51,0.97,0.07,n,y,y
L4,28/07/2015,10,0.02,0.31,0.51,1,0.09,n,y,y
L4,28/07/2015,10,0.02,0.29,0.51,,,n,y,y
L4,28/07/2015,25,0.04,0.44,0.84,0.95,0.09,n,y,y
L4,28/07/2015,25,0.04,0.44,0.84,0.95,0.1,n,y,y
L4,28/07/2015,50,0.09,1.16,2.05,1.51,0.2,n,y,y
L4,28/07/2015,50,0.09,1.16,2.04,1.51,0.2,n,y,y
L4,03/08/2015,0,0,0,0.35,0.28,0,n,n,y
L4,03/08/2015,0,0,0,0.34,0.28,0,n,n,y
L4,03/08/2015,10,,,,,,n,n,y
L4,03/08/2015,10,,,,,,n,n,y
